Asset1,Asset2,Correlation
CTC_returns,CTC_returns,1.0
CTC_returns,MINA_returns,0.1696284188213072
CTC_returns,DASH_returns,0.31842182164042265
CTC_returns,SFP_returns,0.17196508276470884
CTC_returns,BabyDoge_returns,0.03445142039235715
CTC_returns,SNX_returns,0.08158473015568016
CTC_returns,TFUEL_returns,0.13627630534992963
CTC_returns,DCR_returns,0.2133928260875045
CTC_returns,GLM_returns,0.14499191424330307
CTC_returns,MX_returns,0.1559505598275222
CTC_returns,ZIL_returns,0.30065152091116626
CTC_returns,BLUR_returns,0.14781170309374145
CTC_returns,ROSE_returns,0.15976352617040093
CTC_returns,CKB_returns,0.06337971400356514
CTC_returns,TRAC_returns,0.14409975529195007
CTC_returns,QTUM_returns,0.201950136686466
CTC_returns,ORDI_returns,0.08162624904682288
CTC_returns,LPT_returns,0.12895149210235102
CTC_returns,MASK_returns,0.1390382282163186
CTC_returns,ASTR_returns,0.18445932649425129
CTC_returns,ZRX_returns,0.16871578662471481
CTC_returns,VTHO_returns,0.1294884282581894
CTC_returns,ACH_returns,0.1448150075157926
CTC_returns,BAT_returns,0.24220637078021415
CTC_returns,CHEEL_returns,0.17730307381379207
CTC_returns,CHEX_returns,0.07201962579439099
CTC_returns,SNEK_returns,0.10203845224164138
CTC_returns,BORG_returns,0.11311419642477603
CTC_returns,KOGE_returns,0.1590379890929092
CTC_returns,IOTX_returns,0.11602182762069169
CTC_returns,CELO_returns,0.1068368429731507
CTC_returns,GAS_returns,0.10840971634547104
CTC_returns,ONE_returns,0.09908322970591624
CTC_returns,ID_returns,0.23128762433185182
CTC_returns,SUSHI_returns,0.11302355527426629
CTC_returns,CSPR_returns,0.0951804750025879
CTC_returns,HOT_returns,0.12419563718387082
CTC_returns,SC_returns,0.19994141558137593
CTC_returns,YFI_returns,0.17717633090675172
CTC_returns,RVN_returns,0.17052911555192496
CTC_returns,COW_returns,-0.002018718763748409
CTC_returns,ANKR_returns,0.27687913965072886
CTC_returns,GOMINING_returns,0.12747205962382097
CTC_returns,XCH_returns,0.09784665696736514
CTC_returns,DGB_returns,0.1599292265724152
CTC_returns,T_returns,0.14606312970301769
CTC_returns,WOO_returns,0.24117115794644348
CTC_returns,ELF_returns,0.18707664988033845
CTC_returns,EUL_returns,0.05964722327032697
CTC_returns,ORCA_returns,0.046301121593561256
CTC_returns,KDA_returns,0.16995039289880345
CTC_returns,OSMO_returns,0.25964367720999004
CTC_returns,GMT_returns,0.14807380504143808
CTC_returns,SNT_returns,0.1905981062314764
CTC_returns,GMX_returns,0.10220408658168675
CTC_returns,ENJ_returns,0.21546153140636737
CTC_returns,XYO_returns,0.13762653479339998
CTC_returns,POLYX_returns,0.17860645841648803
CTC_returns,ZIG_returns,0.07422875949196528
CTC_returns,ZEN_returns,0.13201993905542933
CTC_returns,COTI_returns,0.1875243476478921
CTC_returns,WEMIX_returns,0.1541754783541874
CTC_returns,SKL_returns,0.13475697675403006
CTC_returns,LCX_returns,0.10824169714918883
CTC_returns,WAVES_returns,0.18712857224144128
CTC_returns,CVC_returns,0.14932536487377315
CTC_returns,SWFTC_returns,0.06950268512935526
CTC_returns,LUNA_returns,0.14189301130635124
CTC_returns,HIVE_returns,0.2466443420089863
CTC_returns,RLB_returns,0.062417443677111585
CTC_returns,LRC_returns,0.24565270190996147
CTC_returns,DAG_returns,0.13982808275212083
CTC_returns,ONT_returns,0.21649402057084277
CTC_returns,TRB_returns,0.10941328702412899
CTC_returns,XNO_returns,0.3542925355451108
CTC_returns,DLC_returns,0.058419372622192024
CTC_returns,METIS_returns,0.04287555315898114
CTC_returns,ICX_returns,0.22899264398618202
CTC_returns,MYTH_returns,0.11233376005297693
CTC_returns,MPLX_returns,0.13141058133542008
CTC_returns,SXP_returns,0.16666404308746313
CTC_returns,XVG_returns,0.1239835157313816
CTC_returns,PEOPLE_returns,0.06584333755780257
CTC_returns,AWE_returns,0.14726816755756428
CTC_returns,REQ_returns,0.17196675828234728
CTC_returns,STORJ_returns,0.18004189676104876
CTC_returns,BAND_returns,0.19686110349506553
CTC_returns,WMTX_returns,0.20469309409459785
CTC_returns,CFG_returns,0.13530935707967523
CTC_returns,HONEY_returns,0.20774365715179854
CTC_returns,PRO_returns,0.13503536753190776
CTC_returns,PRIME_returns,0.06752277567580084
CTC_returns,VVS_returns,0.17631579871081338
CTC_returns,CPOOL_returns,0.032518236261092646
CTC_returns,YGG_returns,0.1909603262335424
CTC_returns,SSV_returns,0.06885095947689489
CTC_returns,CETUS_returns,0.17246559599097827
CTC_returns,CGPT_returns,0.0759930700657806
CTC_returns,STIK_returns,0.08549707668126741
CTC_returns,PHA_returns,0.10530938401031611
CTC_returns,XVS_returns,0.09269370626240218
CTC_returns,KUB_returns,0.4075633179443018
CTC_returns,BICO_returns,0.14427748392631048
CTC_returns,UMA_returns,0.09969803809108123
CTC_returns,WAXP_returns,0.20385284524549616
CTC_returns,XPR_returns,0.15387997530566508
CTC_returns,RPL_returns,0.057839256878343105
CTC_returns,PUNDIX_returns,0.1473013126787059
CTC_returns,FLUX_returns,0.10310680851294496
CTC_returns,BORA_returns,0.2425118059355772
CTC_returns,POWR_returns,0.14515537729550942
CTC_returns,AUDIO_returns,0.17732428170599185
CTC_returns,PROM_returns,0.12291227548025462
CTC_returns,IOST_returns,0.2582533051698041
CTC_returns,ACX_returns,-0.00998855345548523
CTC_returns,ARDR_returns,0.12962677661527439
CTC_returns,SPELL_returns,0.13743522580847145
CTC_returns,ORBR_returns,0.09357469275405635
CTC_returns,LSK_returns,0.1761723054839055
CTC_returns,XOR_returns,-0.0008755013676141661
CTC_returns,GLMR_returns,0.1559290433753204
CTC_returns,BMX_returns,0.0817586412042797
CTC_returns,MVL_returns,0.17757787959748025
CTC_returns,ABT_returns,0.07553122171777647
CTC_returns,VELO_returns,0.03918818881951467
CTC_returns,IQ_returns,0.11444666490953087
CTC_returns,AGI_returns,0.1330276183328372
CTC_returns,WILD_returns,0.006785680290164239
CTC_returns,XEM_returns,0.21572784807690537
CTC_returns,LON_returns,0.1270652808887012
CTC_returns,POND_returns,0.18817612030906786
CTC_returns,ACT_returns,0.03281277924569499
CTC_returns,XRD_returns,0.18778654912127324
CTC_returns,RLC_returns,0.2523147139236418
CTC_returns,ILV_returns,0.1325703780286802
CTC_returns,FIDA_returns,0.11288159658401603
CTC_returns,BNT_returns,0.10535488222661238
CTC_returns,DENT_returns,0.15347008440120083
CTC_returns,ORBS_returns,0.15567042052486485
CTC_returns,ONG_returns,0.1739283687524513
CTC_returns,CHR_returns,0.21847639697574467
CTC_returns,HEART_returns,0.07481595244463429
CTC_returns,VANRY_returns,0.1488233286183351
CTC_returns,LQTY_returns,-0.010303510999610964
CTC_returns,KEEP_returns,0.04694097354665906
CTC_returns,DKA_returns,0.1604655003923045
CTC_returns,ELON_returns,-0.01746269240194869
CTC_returns,ARK_returns,0.14139974430789692
CTC_returns,MLK_returns,0.2254322969196603
CTC_returns,AL_returns,0.1669534654538097
CTC_returns,JOE_returns,0.06689635138619056
CTC_returns,CELR_returns,0.12185438561249798
CTC_returns,STEEM_returns,0.1781595534933123
